Cena,Stanje,Tip,Godiste,Kilometraza,Kubikaza,kW,KS,BrojCilindara,Menjac,Boja,Registracija,Poreklo,Ostecenje
1250,Polovan motor,Enduro / Cross,1994,45000,650,33,45,1, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
1750,Polovan motor,Scooter,2003,27000,600,37,50,2, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Scooter,1999,23000,49,2,3,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
1950,Polovan motor,Scooter,2004,44000,385,24,32,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
900,Polovan motor,Enduro / Cross,1994,9762,49,4,5,1, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
9390,Nov motor,Naked,2017,0,847,85,116,3, Manuelni,, Nije registrovan, Na ime kupca, Nije ostecen
1499,Polovan motor,Enduro / Cross,1994,55555,499,33,45,2, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
1200,Polovan motor,Scooter,2005,34805,264,15,20,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
1700,Polovan motor,Scooter,2004,35000,500,29,39,, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Enduro / Cross,1993,10000,49,3,4,1, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
2900,Polovan motor,Enduro / Cross,2012,100,250,25,34,1, Manuelni, Bela, Trajno registrovan,Domace tablice, Nije ostecen
5200,Polovan motor,Chopper / Cruiser,2007,54000,903,37,50,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Touring,1997,91000,750,77,105,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
690,Polovan motor,Scooter,2004,34000,200,16,22,1, Automatski, Plava, Nije registrovan, Na ime kupca, Nije ostecen
3400,Polovan motor,Enduro / Cross,2005,60000,660,35,48,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1200,Polovan motor,Enduro / Cross,1997,30000,800,29,39,1, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
2650,Polovan motor,Touring,1999,44800,1100,47,64,4, Manuelni, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
3400,Polovan motor,Scooter,2005,33650,650,41,56,2, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
8350,Polovan motor,Scooter,2013,28000,650,44,60,2, Automatski, Bela, Nije registrovan, Na ime kupca, Nije ostecen
3450,Polovan motor,Scooter,2012,32000,399,25,34,2, Automatski, Siva, Nije registrovan, Na ime kupca, Nije ostecen
2811,Nov motor,Scooter,2017,0,49,3,4,1, Automatski, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
1080,Nov motor,Scooter,2017,0,49,3,3,1, Automatski,, Nije registrovan, Na ime kupca, Nije ostecen
1230,Polovan motor,Moped,2004,30000,244,16,22,1, Automatski, Siva, Nije registrovan, Na ime kupca, Nije ostecen
4300,Polovan motor,Naked,2010,12000,600,57,77,4, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
2099,Polovan motor,Scooter,2005,29004,500,25,34,, Automatski, Crvena, Registrovan, Na ime kupca, Nije ostecen
7650,Polovan motor,Sport / Super sport,2013,4600,800,79,107,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
3800,Polovan motor,Scooter,2008,5300,500,29,39,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
1750,Polovan motor,Sport / Super sport,2003,49900,600,74,101,, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
999,Polovan motor,Scooter,2002,2808,150,12,16,2, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Scooter,2000,13121,125,7,10,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
3550,Polovan motor,Scooter,2012,6000,278,16,22,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
699,Polovan motor,Scooter,2010,8500,49,3,4,2, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
4250,Polovan motor,Chopper / Cruiser,2003,32815,749,33,45,2, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
14300,Polovan motor,Touring,2012,98000,1800,87,118,6, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
1750,Polovan motor,Naked,1995,43000,749,56,76,4, Manuelni, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
80,Polovan motor,Moped,1980,500,65,3,4,1, Automatski, Plava, Nije registrovan, Strane tablice, Nije ostecen
550,Polovan motor,Scooter,2005,13700,50,2,3,, Automatski, Plava, Nije registrovan, Na ime kupca, Nije ostecen
350,Polovan motor,Enduro / Cross,1990,15000,49,2,3,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
580,Polovan motor,Scooter,2010,5000,125,5,7,1, Automatski,, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Enduro / Cross,2003,10,125,34,46,1, Manuelni, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
1650,Polovan motor,Scooter,2005,26500,400,23,31,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
5500,Polovan motor,Sport / Super sport,2008,40000,750,110,150,, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Scooter,2010,2250,150,6,8,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Scooter,2003,1,200,15,20,1, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
9390,Nov motor,Naked,2017,0,847,85,116,3, Manuelni,, Nije registrovan, Na ime kupca, Nije ostecen
4499,Polovan motor,Scooter,2012,25980,395,25,34,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
790,Polovan motor,Chopper / Cruiser,1993,25500,125,11,15,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
4000,Polovan motor,Chopper / Cruiser,2004,49000,650,29,39,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Naked,2001,21000,750,56,76,4, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
3600,Polovan motor,Scooter,2011,9500,500,28,38,2, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
4800,Polovan motor,Sport / Super sport,2005,25000,1000,136,184,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
2000,Polovan motor,Scooter,2004,10000,650,48,65,2, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Enduro / Cross,1991,46000,640,26,35,1, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Scooter,2008,7200,49,3,4,1, Automatski, Narandžasta, Trajno registrovan,Domace tablice, Nije ostecen
1850,Polovan motor,Scooter,2007,30000,250,16,22,1, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
2250,Polovan motor,Scooter,2002,36150,600,4,5,2, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
4000,Polovan motor,Sport / Super sport,2002,43000,782,80,109,4, Manuelni, Teget, Registrovan,Domace tablice, Nije ostecen
3800,Polovan motor,Naked,2006,32000,600,72,98,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Enduro / Cross,2009,24500,125,10,14,1, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Naked,2001,30000,600,57,77,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Supermoto,1998,20000,609,45,61,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Scooter,2011,7378,49,3,4,1, Automatski, Bela, Nije registrovan,Domace tablice, Nije ostecen
2900,Polovan motor,Sport / Super sport,2002,41000,600,81,110,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
900,Polovan motor,Scooter,2002,1,250,15,20,1, Automatski, Zelena, Nije registrovan,Domace tablice, Nije ostecen
4800,Polovan motor,Scooter,2009,30000,399,29,39,2, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
2800,Polovan motor,Enduro / Cross,2007,2300,450,50,68,, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
8495,Nov motor,Naked,2017,0,948,92,125,4, Manuelni, Siva, Nije registrovan, Na ime kupca, Nije ostecen
350,Polovan motor,Moped,2004,3000,49,3,4,1, Manuelni, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Chopper / Cruiser,1996,89742,124,10,14,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Scooter,2007,86000,49,3,4,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Naked,2007,17310,125,8,10,1, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Enduro / Cross,2001,1,125,8,11,1, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
690,Polovan motor,Scooter,2011,12500,125,6,8,1, Automatski, Siva, Nije registrovan, Na ime kupca, Nije ostecen
3200,Polovan motor,Naked,2005,7800,499,42,57,2, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
2600,Polovan motor,Touring,1993,82000,1100,74,101,4, Manuelni, Bordo, Registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Scooter,2003,23000,49,4,5,, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Sport / Super sport,2006,10000,50,2,3,, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
850,Polovan motor,Scooter,1998,14416,49,3,4,1, Automatski,Bez, Trajno registrovan,Domace tablice, Nije ostecen
6999,Polovan motor,Scooter,2012,26500,647,44,60,2, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
650,Polovan motor,Moped,2009,5900,49,2,3,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
420,Polovan motor,Moped,1986,1,49,1,1,, Automatski, Bela, Nije registrovan, Na ime kupca, Nije ostecen
700,Polovan motor,Scooter,2003,13000,49,3,4,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
1400,Polovan motor,Sport / Super sport,1997,50000,600,85,115,4, Manuelni, Crna, Registrovan, Na ime kupca, Nije ostecen
2500,Polovan motor,Sport / Super sport,2004,28500,600,79,107,4, Manuelni,Zuta, Registrovan,Domace tablice, Nije ostecen
4000,Polovan motor,Naked,2008,4336,600,72,98,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Moped,1999,39000,125,11,15,, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Touring,2001,43993,750,60,82,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Sport / Super sport,1992,57000,598,72,98,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
25999,Nov motor,Touring,2016,0,1330,85,115,3, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
790,Polovan motor,Scooter,2000,42052,150,9,12,1, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
320,Polovan motor,Oldtimer,1980,23,250,110,150,1, Manuelni, Crvena, Nije registrovan, Strane tablice, ostecen - nije u voznom stanju
600,Polovan motor,Sport / Super sport,2001,18000,125,11,15,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
2600,Polovan motor,Chopper / Cruiser,1998,60000,583,29,39,2, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Scooter,1998,131052,100,20,27,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
320,Polovan motor,Sport / Super sport,1987,10000,49,5,7,1, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Scooter,2011,5000,49,3,4,1, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Scooter,2009,13830,50,2,3,1, Automatski, Zelena, Registrovan,Domace tablice, Nije ostecen
5200,Polovan motor,Chopper / Cruiser,2008,16000,900,37,50,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Moped,2006,8656,49,3,4,1, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
1200,Polovan motor,Scooter,2001,63700,250,16,22,1, Automatski, Srebrna, Nije registrovan,Domace tablice, Nije ostecen
1700,Polovan motor,Chopper / Cruiser,1995,39000,500,44,60,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
200,Polovan motor,Moped,1983,651,49,3,4,1, Manuelni, Zelena, Trajno registrovan,Domace tablice, Nije ostecen
2650,Polovan motor,Scooter,2008,47000,250,16,22,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Sport / Super sport,1998,16000,125,11,15,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
2000,Polovan motor,Naked,2001,50000,600,70,95,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1750,Polovan motor,Sport / Super sport,2001,30000,600,59,80,, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
2550,Polovan motor,Sport / Super sport,2011,14146,125,10,14,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Sport / Super sport,1996,25000,1100,93,126,4, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
7900,Polovan motor,Chopper / Cruiser,2012,22812,883,39,53,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
4100,Polovan motor,Naked,2008,14700,850,70,95,, Automatski,, Nije registrovan, Na ime kupca, Nije ostecen
100,Polovan motor,Mini bike (pocket bike),2008,3500,49,2,3,, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Enduro / Cross,1998,33400,498,24,33,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
299,Polovan motor,Scooter,2007,200,49,3,4,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Scooter,2009,28000,49,3,4,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
6000,Polovan motor,Enduro / Cross,2015,5000,745,40,54,2, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
250,Polovan motor,Scooter,2008,1111,49,3,4,1, Automatski, Narandžasta, Trajno registrovan,Domace tablice, Nije ostecen
1650,Polovan motor,Enduro / Cross,2006,1234,250,36,49,, Manuelni,Zuta, Nije registrovan, Strane tablice, Nije ostecen
600,Polovan motor,Sport / Super sport,1995,40000,125,20,27,1, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Sport / Super sport,1986,25000,125,11,15,1, Manuelni,, Nije registrovan,Domace tablice, Nije ostecen
1380,Polovan motor,Chopper / Cruiser,1998,44300,250,22,30,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1450,Polovan motor,Chopper / Cruiser,1998,44280,250,22,30,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
2100,Polovan motor,Scooter,2005,27924,400,25,34,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
280,Polovan motor,Scooter,2007,39618,125,4,5,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Sport / Super sport,1996,5000,125,20,27,1, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Scooter,2000,5000,150,25,34,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
2650,Polovan motor,Sport / Super sport,2002,27580,1000,125,170,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
799,Polovan motor,Scooter,2000,18000,249,17,23,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
3900,Polovan motor,Enduro / Cross,2014,28,450,43,58,1, Manuelni, Crvena, Registrovan, Na ime kupca, Nije ostecen
3950,Polovan motor,Naked,2003,25000,919,80,109,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
1400,Polovan motor,Scooter,2002,26000,400,22,30,1, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
9000,Polovan motor,Sport / Super sport,2013,30500,1000,162,220,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Scooter,1999,39000,125,9,12,, Automatski,, Nije registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Enduro / Cross,2009,7000,49,6,8,1, Manuelni, Crna, Trajno registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Scooter,2012,8900,49,3,4,, Automatski, Narandžasta, Registrovan,Domace tablice, Nije ostecen
1900,Polovan motor,Scooter,2006,33000,500,28,38,1, Automatski, Narandžasta, Registrovan,Domace tablice, Nije ostecen
1450,Polovan motor,Enduro / Cross,1992,62000,660,35,48,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Sport / Super sport,1990,70402,1000,14,19,4, Manuelni, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
1099,Polovan motor,Scooter,2003,1,198,14,19,1, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
7550,Polovan motor,Chopper / Cruiser,2012,2130,750,46,63,2, Manuelni, Siva, Nije registrovan, Na ime kupca, Nije ostecen
800,Polovan motor,Chopper / Cruiser,2007,7000,150,8,11,1, Manuelni,Zuta, Registrovan,Domace tablice, Nije ostecen
370,Polovan motor,Scooter,2005,13000,125,5,7,4, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
5700,Polovan motor,Naked,2015,6900,649,53,72,2, Manuelni, Zelena, Registrovan,Domace tablice, Nije ostecen
1750,Polovan motor,Enduro / Cross,2005,44000,650,33,45,1, Manuelni,, Registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Scooter,2001,25589,200,12,16,2, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
3950,Polovan motor,Naked,2003,25000,919,80,109,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
1650,Polovan motor,Enduro / Cross,1997,53073,659,30,41,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Scooter,2012,2800,49,3,4,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
100,Polovan motor,Moped,1977,111111,49,1,1,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
360,Polovan motor,Scooter,2009,15000,50,3,4,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
2700,Polovan motor,Naked,2007,20990,649,53,72,, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
9500,Polovan motor,Enduro / Cross,2014,13000,1000,74,101,2, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
1550,Polovan motor,Enduro / Cross,1997,58000,650,36,49,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Enduro / Cross,1982,,250,42,57,1, Manuelni, Bela, Nije registrovan,Domace tablice, ostecen - nije u voznom stanju
1200,Polovan motor,Scooter,2003,23000,200,14,19,1, Automatski, Bordo, Nije registrovan,Domace tablice, Nije ostecen
4599,Polovan motor,Sport / Super sport,2013,550,124,11,15,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Sport / Super sport,1992,77316,600,63,86,4, Manuelni, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
11990,Polovan motor,Touring,2015,17700,1293,129,175,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Scooter,2006,100,49,3,4,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
299,Polovan motor,Scooter,2006,21000,124,7,9,1, Automatski, Bela, Nije registrovan, Na ime kupca, ostecen - nije u voznom stanju
6999,Polovan motor,Scooter,2015,14500,493,29,40,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
1520,Polovan motor,Scooter,2009,19000,124,11,15,1, Automatski, Plava, Nije registrovan, Na ime kupca, Nije ostecen
8480,Polovan motor,Scooter,2015,8000,530,34,46,2, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
600,Nov motor,Enduro / Cross,2017,0,200,17,23,1, Manuelni,, Nije registrovan, Na ime kupca, Nije ostecen
2300,Polovan motor,Sport / Super sport,2003,12300,600,53,72,4, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
200,Polovan motor,Moped,1988,111111,49,5,7,1, Manuelni, Braon, Nije registrovan, Strane tablice, Nije ostecen
2200,Polovan motor,Scooter,2006,21000,500,29,39,, Automatski, Bordo, Registrovan,Domace tablice, Nije ostecen
220,Polovan motor,Scooter,2000,29000,49,3,4,1, Manuelni, Crna, Nije registrovan,Domace tablice, ostecen - nije u voznom stanju
180,Polovan motor,Moped,1984,111111,49,1,1,, Automatski, Braon, Trajno registrovan,Domace tablice, Nije ostecen
3200,Polovan motor,Sport / Super sport,1999,34000,600,85,116,4, Manuelni, Zelena, Registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Scooter,1998,28000,250,33,45,, Automatski, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
1200,Polovan motor,Scooter,2000,57000,385,25,34,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
