Cena,Stanje,Tip,Godiste,Kilometraza,Kubikaza,kW,KS,BrojCilindara,Menjac,Boja,Registracija,Poreklo,Ostecenje
5800,Polovan motor,Scooter,2008,12950,839,55,75,2, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Sport / Super sport,2006,30000,50,3,4,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1899,Polovan motor,Oldtimer,1992,12797,149,5,7,, Manuelni, Zlatna, Registrovan,Domace tablice, Nije ostecen
1600,Polovan motor,Moped,1979,24900,49,3,4,4, Manuelni, Bordo, Nije registrovan,Domace tablice, Nije ostecen
1350,Polovan motor,Sport / Super sport,1998,1000,125,3,4,1, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
4900,Polovan motor,Scooter,2010,11000,400,37,50,2, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
6500,Polovan motor,Sport / Super sport,2007,18245,1400,152,207,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1550,Polovan motor,Chopper / Cruiser,1989,52000,750,56,76,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Enduro / Cross,1991,80000,660,35,48,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
3450,Polovan motor,Naked,2008,42000,600,74,100,4, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Moped,1990,2000,49,3,4,1, Manuelni, Bordo, Trajno registrovan,Domace tablice, Nije ostecen
1350,Polovan motor,Sport / Super sport,1992,48000,600,80,109,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Scooter,2006,25000,124,7,10,1, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
11855,Nov motor,Naked,2017,0,1043,104,142,4, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
5950,Nov motor,Scooter,2016,0,330,25,33,1, Automatski,, Nije registrovan, Na ime kupca, Nije ostecen
600,Polovan motor,Enduro / Cross,2007,9850,125,7,10,1, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
1200,Polovan motor,Scooter,2000,38000,400,24,33,1, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Scooter,2012,10600,49,3,4,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
5500,Polovan motor,Touring,2001,11800,1098,74,101,4, Manuelni, Bordo, Registrovan,Domace tablice, Nije ostecen
1650,Polovan motor,Scooter,2010,4800,50,4,5,2, Automatski,Bez, Trajno registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Chopper / Cruiser,2007,800,250,14,19,2, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
850,Polovan motor,Moped,2016,1500,49,2,3,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
230,Polovan motor,Scooter,2001,27000,124,7,10,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Sport / Super sport,1999,29000,125,8,11,, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
4100,Polovan motor,Sport / Super sport,2004,25000,600,88,120,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Scooter,2001,23500,125,9,12,, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Sport / Super sport,2004,22385,50,5,7,, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Oldtimer,1989,19000,150,9,12,1, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Scooter,2007,15688,125,55,75,, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
999,Polovan motor,Scooter,2010,15000,49,2,3,, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
7900,Polovan motor,Chopper / Cruiser,2012,22812,883,39,53,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Scooter,2009,8000,125,9,12,, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
3800,Polovan motor,Touring,2005,40000,900,63,86,2, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
470,Polovan motor,Scooter,2003,18000,100,7,10,1, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Scooter,2001,12500,125,10,14,2, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
290,Polovan motor,Scooter,2008,14000,49,2,3,2, Automatski,, Trajno registrovan,Domace tablice, Nije ostecen
2300,Polovan motor,Scooter,2003,38000,500,29,39,2, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Naked,2008,8259,125,9,12,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
3700,Polovan motor,Scooter,2013,6000,250,15,20,1, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Scooter,2006,7442,125,8,11,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
2000,Polovan motor,Moped,2015,1634,49,3,5,1, Automatski, Narandžasta, Registrovan,Domace tablice, Nije ostecen
1250,Polovan motor,Sport / Super sport,1993,19171,1000,74,101,4, Manuelni,, Registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Chopper / Cruiser,1951,1000,250,16,22,1, Manuelni,, Nije registrovan, Na ime kupca, Nije ostecen
2000,Polovan motor,Scooter,2003,42959,495,29,39,, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
899,Polovan motor,Scooter,2006,24000,70,6,8,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
5300,Polovan motor,Touring,2011,31000,650,55,75,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1450,Polovan motor,Sport / Super sport,1995,58286,600,75,102,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Scooter,2016,2400,49,3,4,1, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
3750,Polovan motor,Touring,2004,72000,800,81,110,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Moped,1989,1000,49,2,3,1, Manuelni, Siva, Trajno registrovan,Domace tablice, Nije ostecen
250,Polovan motor,Moped,1985,1000,49,2,3,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
2400,Polovan motor,Enduro / Cross,2006,1170,450,44,60,1, Manuelni, Crna, Nije registrovan, Strane tablice, Nije ostecen
1080,Nov motor,Scooter,2017,0,49,3,3,1, Automatski,, Nije registrovan, Na ime kupca, Nije ostecen
5499,Polovan motor,Scooter,2008,12000,650,44,60,2, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
2300,Polovan motor,Scooter,2010,16900,278,16,22,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
2700,Polovan motor,Scooter,2006,11300,250,15,20,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
350,Polovan motor,Scooter,2011,14000,125,4,5,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Scooter,2009,5577,125,16,22,2, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
4689,Polovan motor,Scooter,2016,2243,350,24,33,1, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
1299,Polovan motor,Scooter,2005,8999,49,2,3,, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Scooter,2013,15408,49,3,4,1, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
2700,Polovan motor,Enduro / Cross,1994,67000,750,44,60,2, Manuelni, Ljubičasta, Registrovan,Domace tablice, Nije ostecen
250,Polovan motor,Moped,1985,1000,49,3,4,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
2000,Polovan motor,Enduro / Cross,2002,111,400,38,52,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
780,Polovan motor,Naked,1984,12540,350,14,19,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Sport / Super sport,2002,43000,600,85,116,, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
8000,Polovan motor,Sport / Super sport,2012,10500,779,81,110,4, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
2500,Polovan motor,Sport / Super sport,2012,12600,650,54,73,2, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
1350,Polovan motor,Sport / Super sport,1994,55000,600,25,34,4, Manuelni,, Nije registrovan,Domace tablice, Nije ostecen
2100,Polovan motor,Sport / Super sport,1999,58000,900,106,144,4, Manuelni, Zelena, Registrovan,Domace tablice, Nije ostecen
1550,Polovan motor,Sport / Super sport,1994,32000,600,76,103,4, Manuelni, Narandžasta, Registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Enduro / Cross,2007,25000,125,9,12,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
3400,Polovan motor,Chopper / Cruiser,2001,40000,650,29,39,2, Manuelni,, Nije registrovan, Na ime kupca, Nije ostecen
650,Polovan motor,Scooter,2010,19323,125,8,11,4, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Scooter,2009,14223,125,9,12,, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
8495,Nov motor,Naked,2017,0,948,92,125,4, Manuelni, Siva, Nije registrovan, Na ime kupca, Nije ostecen
900,Polovan motor,Enduro / Cross,2002,20000,50,4,5,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
2000,Polovan motor,Sport / Super sport,2001,55000,599,70,95,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Scooter,1999,18489,49,4,6,2, Automatski, Siva, Trajno registrovan,Domace tablice, Nije ostecen
900,Polovan motor,Scooter,2001,10000,49,4,5,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Enduro / Cross,2004,14000,80,5,7,1, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
799,Polovan motor,Scooter,2007,8655,50,3,4,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
1600,Polovan motor,Enduro / Cross,1992,60000,850,28,38,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
2490,Polovan motor,Scooter,2008,20300,500,28,38,1, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Supermoto,2007,13800,250,18,24,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
2399,Polovan motor,Touring,1994,92000,997,52,71,4, Manuelni, Bordo, Registrovan,Domace tablice, Nije ostecen
2700,Polovan motor,Enduro / Cross,2007,1,449,50,68,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Sport / Super sport,1993,68500,600,72,98,, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
1250,Polovan motor,Sport / Super sport,1991,46000,750,74,101,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Sport / Super sport,1994,80000,750,74,101,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1750,Polovan motor,Naked,2001,29000,600,45,61,4, Manuelni, Zelena, Registrovan,Domace tablice, Nije ostecen
2100,Polovan motor,Sport / Super sport,2001,22000,650,52,71,2, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
210,Polovan motor,Mini bike (pocket bike),2013,5,50,2,3,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
3850,Polovan motor,Enduro / Cross,2008,32816,649,47,64,2, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
1250,Polovan motor,Sport / Super sport,1995,43000,1000,106,144,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Sport / Super sport,1998,45000,600,86,117,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
2900,Polovan motor,Scooter,2010,4300,125,11,15,1, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
2500,Polovan motor,Supermoto,2002,30000,598,35,48,2, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
4200,Polovan motor,Touring,2006,13900,998,100,136,4, Manuelni, Teget, Nije registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Enduro / Cross,1994,24356,124,11,15,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1850,Polovan motor,Scooter,2007,34000,250,17,22,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
2100,Polovan motor,Touring,2003,44000,600,70,95,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Scooter,2000,17150,125,8,11,, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
1200,Polovan motor,Chopper / Cruiser,2004,31600,249,20,27,2, Manuelni,, Registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Sport / Super sport,1996,87000,919,96,131,4, Manuelni,, Registrovan,Domace tablice, Nije ostecen
9450,Polovan motor,Sport / Super sport,2013,14500,1441,147,200,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Enduro / Cross,2002,7500,49,2,3,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Scooter,2009,12000,49,3,4,1, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
390,Polovan motor,Scooter,2005,4000,49,2,3,1, Automatski, Narandžasta, Trajno registrovan,Domace tablice, Nije ostecen
1280,Polovan motor,Scooter,2001,38000,249,17,23,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
350,Polovan motor,Scooter,2008,12944,50,2,3,, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
380,Polovan motor,Scooter,2009,9700,50,3,4,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Naked,2005,22152,498,35,48,2, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
4100,Polovan motor,Sport / Super sport,2006,35000,1000,126,171,4, Manuelni, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Scooter,2008,3600,49.8,1,2,1, Automatski, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Scooter,2001,42371,250,17,23,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Enduro / Cross,1986,30000,125,16,22,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Scooter,1995,37655,124,9,12,1, Automatski, Zelena, Nije registrovan,Domace tablice, Nije ostecen
8480,Polovan motor,Scooter,2015,8000,530,34,46,2, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
1200,Polovan motor,Sport / Super sport,1990,45000,600,74,101,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
9200,Polovan motor,Chopper / Cruiser,2013,6200,983,58,79,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Scooter,1999,47000,150,12,16,1, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
2400,Polovan motor,Scooter,2004,48200,600,37,50,, Automatski, Srebrna, Nije registrovan, Strane tablice, Nije ostecen
840,Polovan motor,Scooter,2015,796,49,3,4,1, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
1950,Polovan motor,Naked,2002,30000,599,70,95,4, Manuelni, Kameleon, Registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Scooter,2000,15000,125,7,10,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
720,Polovan motor,Scooter,1999,30000,50,3,4,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Scooter,2007,5930,49.2,2,2,, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
2000,Polovan motor,Naked,1994,29000,750,95,129,4, Manuelni, Kameleon, Nije registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Naked,2010,9500,125,8,11,1, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
3050,Polovan motor,Touring,1995,59000,1003,73,99,4, Manuelni, Bordo, Registrovan,Domace tablice, Nije ostecen
3950,Polovan motor,Naked,2003,25000,919,80,109,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
3600,Polovan motor,Touring,2008,39900,600,74,100,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
3150,Polovan motor,Scooter,2012,15000,280,22,30,, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
4950,Polovan motor,Sport / Super sport,2004,29922,999,91,124,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
25999,Nov motor,Touring,2016,0,1330,85,115,3, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
7399,Polovan motor,Scooter,2014,1,500,30,41,1, Automatski, Bela, Nije registrovan, Na ime kupca, Nije ostecen
12900,Polovan motor,Sport / Super sport,2012,24000,999,147,200,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
11900,Polovan motor,Chopper / Cruiser,2016,1000,1200,50,68,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Sport / Super sport,1991,99000,499,44,60,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Scooter,1996,26000,125,9,12,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
1399,Polovan motor,Chopper / Cruiser,1998,17000,125,11,15,2, Manuelni, Zlatna, Registrovan,Domace tablice, Nije ostecen
2450,Polovan motor,Sport / Super sport,2007,1111,600,93,126,6, Manuelni, Bela, Nije registrovan, Strane tablice, Nije ostecen
600,Polovan motor,Enduro / Cross,1986,30000,600,35,48,1, Manuelni, Bela, Nije registrovan, Na ime kupca, Nije ostecen
550,Polovan motor,Scooter,2001,25000,100,7,10,1, Automatski, Zelena, Registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Scooter,2000,18234,180,15,20,, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Sport / Super sport,1994,45836,1000,84,114,4, Manuelni, Plava, Nije registrovan,Domace tablice, ostecen - u voznom stanju
1300,Polovan motor,Supermoto,1999,54000,600,111,151,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Scooter,2007,6300,125,5,7,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
5500,Polovan motor,Touring,1995,100000,1525,74,101,6, Manuelni, Ljubičasta, Registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Scooter,2000,60000,250,15,20,1, Automatski,Zuta, Nije registrovan,Domace tablice, Nije ostecen
370,Polovan motor,Sport / Super sport,1989,21000,125,12,16,1, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
1900,Polovan motor,Chopper / Cruiser,1992,13000,535,34,46,2, Manuelni, Bordo, Registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Sport / Super sport,1992,56000,600,72,98,4, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
2100,Polovan motor,Enduro / Cross,2004,29000,650,31,42,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
3950,Polovan motor,Naked,2003,25000,919,80,109,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
399,Polovan motor,Scooter,2007,5000,49,3,4,1, Automatski,Zuta, Nije registrovan,Domace tablice, Nije ostecen
200,Polovan motor,Moped,1990,25666,49,3,4,1, Automatski, Zelena, Trajno registrovan,Domace tablice, Nije ostecen
2800,Polovan motor,Scooter,2007,6500,244,17,22,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
470,Polovan motor,Enduro / Cross,1983,31111,125,11,15,1, Manuelni, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
530,Polovan motor,Enduro / Cross,1992,32244,500,32,44,1, Manuelni, Narandžasta, Nije registrovan, Strane tablice, Nije ostecen
1000,Polovan motor,Touring,1988,50,750,75,102,4, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
350,Polovan motor,Sport / Super sport,1992,3200,125,9,12,, Manuelni, Zelena, Nije registrovan,Domace tablice, ostecen - nije u voznom stanju
570,Polovan motor,Scooter,2001,6000,100,9,12,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Chopper / Cruiser,2007,27000,250,14,19,2, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
3300,Polovan motor,Naked,2008,29200,650,25,34,2, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
1150,Polovan motor,Scooter,2004,34000,200,14,19,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Touring,2000,41300,750,68,92,4, Manuelni, Tirkiz, Registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Sport / Super sport,1999,30000,599,78,106,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Moped,1990,9823,50,3,4,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Scooter,2009,10000,49,2,3,, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
3200,Polovan motor,Naked,1984,10,750,58,79,4, Manuelni, Braon, Nije registrovan, Na ime kupca, Nije ostecen
2700,Polovan motor,Scooter,2005,19000,650,40,54,, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
4100,Polovan motor,Touring,2006,45000,600,72,98,4, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
4000,Polovan motor,Sport / Super sport,2000,55144,1300,129,175,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1950,Polovan motor,Chopper / Cruiser,1994,56000,497,38,52,2, Manuelni,Zuta, Nije registrovan,Domace tablice, Nije ostecen
1550,Polovan motor,Enduro / Cross,1988,25000,647,37,50,, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Scooter,1998,10000,49,5,7,1, Automatski, Teget, Trajno registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Scooter,1999,21009,125,9,12,, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Enduro / Cross,1992,51700,600,29,39,1, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Enduro / Cross,2008,12546,50,5,7,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
8300,Polovan motor,Sport / Super sport,2008,16357,1300,145,197,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1499,Polovan motor,Scooter,2008,25000,198,9,12,, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Enduro / Cross,2002,18500,50,2,3,1, Manuelni, Bela, Nije registrovan, Na ime kupca, Nije ostecen
200,Polovan motor,Moped,1995,1000,38,1,1,1, Automatski, Crvena, Nije registrovan, Strane tablice, Nije ostecen
1599,Polovan motor,Sport / Super sport,1993,51800,749,37,50,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
6500,Polovan motor,Enduro / Cross,2016,10700,650,50,68,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
6000,Polovan motor,Touring,2012,22000,700,37,50,2, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Supermoto,2008,12500,200,12,16,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Sport / Super sport,1990,50000,599,63,86,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1450,Polovan motor,Sport / Super sport,2007,17500,49,5,7,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
6500,Polovan motor,Naked,2011,12000,690,51,69,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Sport / Super sport,2008,7000,75,3,4,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
2450,Polovan motor,Scooter,2011,16000,125,11,15,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
740,Polovan motor,Sport / Super sport,2008,29000,125,10,14,, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1600,Polovan motor,Sport / Super sport,1996,31000,750,89,121,4, Manuelni, Zelena, Registrovan,Domace tablice, Nije ostecen
3999,Polovan motor,Sport / Super sport,2005,15000,599,85,116,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
1400,Polovan motor,Sport / Super sport,1991,65000,7,87,118,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Sport / Super sport,2000,29000,125,11,15,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Scooter,1998,28647,49,3,4,1, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Sport / Super sport,1996,38101,750,74,101,, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
569,Polovan motor,Enduro / Cross,1996,23600,125,8,11,1, Manuelni, Plava, Nije registrovan, Strane tablice, ostecen - u voznom stanju
1350,Polovan motor,Naked,1993,51000,749,89,121,4, Manuelni, Ljubičasta, Registrovan,Domace tablice, Nije ostecen
5100,Polovan motor,Touring,2006,70000,999,110,150,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Sport / Super sport,1990,40000,498,51,69,4, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
350,Polovan motor,Scooter,2008,10000,125,4,5,, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
3200,Polovan motor,Scooter,2012,12000,249,16,21,, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
2499,Polovan motor,Sport / Super sport,1999,29000,996,81,110,2, Manuelni,Zuta, Registrovan,Domace tablice, Nije ostecen
999,Polovan motor,Touring,1992,40000,599,40,54,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
4900,Polovan motor,Enduro / Cross,2009,6500,250,23,31,1, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
3300,Polovan motor,Scooter,2009,39000,400,25,34,, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Moped,1989,17000,250,2,3,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
3750,Polovan motor,Sport / Super sport,2003,19167,749,80,109,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
4150,Polovan motor,Naked,2013,22800,670,35,48,2, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Enduro / Cross,2000,21453,125,18,25,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
2100,Polovan motor,Sport / Super sport,1995,50000,900,95,129,, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Sport / Super sport,1993,378000,500,55,75,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Scooter,1998,20000,50,6,8,1, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
1150,Polovan motor,Scooter,2010,7000,49,4,5,1, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Scooter,2000,31000,125,8,10,1, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
3800,Polovan motor,Chopper / Cruiser,1987,49000,750,66,90,4, Manuelni, Bordo, Registrovan,Domace tablice, Nije ostecen
2750,Polovan motor,Naked,2002,41000,1200,72,98,4, Manuelni, Siva, Nije registrovan, Na ime kupca, Nije ostecen
1350,Polovan motor,Enduro / Cross,1998,43832,650,35,47,1, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
