Cena,Stanje,Marka,Tip,Model,Godiste,Kilometraza,Kubikaza,kW,KS,Broj cilindara,Menjac,Boja,Registracija,Poreklo,Ostecenje
2700,Polovan motor,Yamaha,Enduro / Cross,YZ450F HITNOO,2007,1,449,50,68,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Honda,Sport / Super sport,CBR 600 F2,1993,68500,600,72,98,nepoznato, Manuelni, Crvena, 07.2017.,Domace tablice, Nije ostecen
1250,Polovan motor,Kawasaki,Sport / Super sport,ZXR 750,1991,46000,750,74,101,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Kawasaki,Sport / Super sport,zxr750 hitno,1994,80000,750,74,101,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1750,Polovan motor,Yamaha,Naked,xj 600 diversion,2001,29000,600,45,61,4, Manuelni, Zelena, 04.2017.,Domace tablice, Nije ostecen
2100,Polovan motor,Suzuki,Sport / Super sport,SV 650 S 25kw,2001,22000,650,52,71,2, Manuelni, Crvena, 07.2017.,Domace tablice, Nije ostecen
210,Polovan motor,KTM,Mini bike (pocket bike),mini cross nov,2013,5,50,2,3,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
3850,Polovan motor,Kawasaki,Enduro / Cross,Versys JEDINSTVEN,2008,32816,649,47,64,2, Manuelni, Plava, 06.2017.,Domace tablice, Nije ostecen
1250,Polovan motor,Yamaha,Sport / Super sport,FZR 1000,1995,43000,1000,106,144,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Suzuki,Sport / Super sport,Gsxr,1998,45000,600,86,117,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
2900,Polovan motor,Yamaha,Scooter,X MAX,2010,4300,125,11,15,1, Automatski, Bela, 06.2017.,Domace tablice, Nije ostecen
2500,Polovan motor,Yamaha,Supermoto,xt 600e,2002,30000,598,35,48,2, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
4200,Polovan motor,Kawasaki,Touring,GTR CONCURS,2006,13900,998,100,136,4, Manuelni, Teget, Nije registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Yamaha,Enduro / Cross,TDR125r.,1994,24356,124,11,15,1, Manuelni, Crna, 11.2016.,Domace tablice, Nije ostecen
1850,Polovan motor,Aprilia,Scooter,Scarabeo HITNO,2007,34000,250,17,22,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
2100,Polovan motor,Yamaha,Touring,fazer,2003,44000,600,70,95,4, Manuelni, Plava, 06.2017.,Domace tablice, Nije ostecen
650,Polovan motor,Piaggio,Scooter,liberty,2000,17150,125,8,11,nepoznato, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
1200,Polovan motor,Hyosung,Chopper / Cruiser,GV250 Aquila,2004,31600,249,20,27,2, Manuelni,nepoznato, 06.2017.,Domace tablice, Nije ostecen
1800,Polovan motor,Honda,Sport / Super sport,cbr,1996,87000,919,96,131,4, Manuelni,nepoznato, 03.2017.,Domace tablice, Nije ostecen
9450,Polovan motor,Kawasaki,Sport / Super sport,ZZR 1400 NOV,2013,14500,1441,147,200,4, Manuelni, Crna, 11.2017.,Domace tablice, Nije ostecen
500,Polovan motor,Tomos,Enduro / Cross,ATX,2002,7500,49,2,3,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Longjia,Scooter,falcon,2009,12000,49,3,4,1, Automatski, Crvena, 04.2017.,Domace tablice, Nije ostecen
390,Polovan motor,CPI,Scooter,GTR,2005,4000,49,2,3,1, Automatski, Narandžasta, Trajno registrovan,Domace tablice, Nije ostecen
1280,Polovan motor,Suzuki,Scooter,Burgman 250,2001,38000,249,17,23,1, Automatski, Siva, 06.2017.,Domace tablice, Nije ostecen
350,Polovan motor,Sprint,Scooter,Max,2008,12944,50,2,3,nepoznato, Automatski, Crna, 07.2017.,Domace tablice, Nije ostecen
380,Polovan motor,Peda,Scooter,r air,2009,9700,50,3,4,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Suzuki,Naked,GS500,2005,22152,498,35,48,2, Manuelni, Plava, 09.2017.,Domace tablice, Nije ostecen
4100,Polovan motor,Honda,Sport / Super sport,1000rr repsol,2006,35000,1000,126,171,4, Manuelni, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Keeway,Scooter,hurricane,2008,3600,49.8,1,2,1, Automatski, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Suzuki,Scooter,burgman,2001,42371,250,17,23,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Yamaha,Enduro / Cross,DT 125,1986,30000,125,16,22,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Piaggio,Scooter,hexagon 125,1995,37655,124,9,12,1, Automatski, Zelena, Nije registrovan,Domace tablice, Nije ostecen
8480,Polovan motor,Yamaha,Scooter,T max 530 IRON max,2015,8000,530,34,46,2, Automatski, Crna, 06.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Kawasaki,Sport / Super sport,ZZR 600,1990,45000,600,74,101,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
9200,Polovan motor,Harley Davidson,Chopper / Cruiser,883 black edition,2013,6200,983,58,79,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Honda,Scooter,Pantheon,1999,47000,150,12,16,1, Automatski, Crvena, 06.2017.,Domace tablice, Nije ostecen
2400,Polovan motor,Honda,Scooter,Silver Wing,2004,48200,600,37,50,nepoznato, Automatski, Srebrna, Nije registrovan, Strane tablice, Nije ostecen
840,Polovan motor,Peda,Scooter,GP NOV,2015,796,49,3,4,1, Automatski, Bela, 05.2017.,Domace tablice, Nije ostecen
1950,Polovan motor,Honda,Naked,hornet 600,2002,30000,599,70,95,4, Manuelni, Kameleon, 06.2017.,Domace tablice, Nije ostecen
600,Polovan motor,Piaggio,Scooter,liberty 125,2000,15000,125,7,10,1, Automatski, Crna, 07.2017.,Domace tablice, Nije ostecen
720,Polovan motor,Yamaha,Scooter,Majesty 50,1999,30000,50,3,4,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Peda,Scooter,Desire 50,2007,5930,49.2,2,2,nepoznato, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
2000,Polovan motor,Yamaha,Naked,yzf 750,1994,29000,750,95,129,4, Manuelni, Kameleon, Nije registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Sym,Naked,xs125k,2010,9500,125,8,11,1, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
3050,Polovan motor,Yamaha,Touring,GTS 1000,1995,59000,1003,73,99,4, Manuelni, Bordo, 10.2017.,Domace tablice, Nije ostecen
3950,Polovan motor,Honda,Naked,CB 900 HORNET,2003,25000,919,80,109,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
3600,Polovan motor,Yamaha,Touring,FAZER FZ6 S2,2008,39900,600,74,100,4, Manuelni, Crna, 05.2017.,Domace tablice, Nije ostecen
3150,Polovan motor,Sym,Scooter,joymax 300i,2012,15000,280,22,30,nepoznato, Automatski, Crna, 04.2017.,Domace tablice, Nije ostecen
4950,Polovan motor,Ducati,Sport / Super sport,999,2004,29922,999,91,124,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
25999,Nov motor,Bombardier,Touring,SPYDER RT,2016,0,1330,85,115,3, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
7399,Polovan motor,Piaggio,Scooter,X10 NOV,2014,1,500,30,41,1, Automatski, Bela, Nije registrovan, Na ime kupca, Nije ostecen
12900,Polovan motor,BMW,Sport / Super sport,S1000RR,2012,24000,999,147,200,4, Manuelni, Plava, 05.2017.,Domace tablice, Nije ostecen
11900,Polovan motor,Harley Davidson,Chopper / Cruiser,sportster 48,2016,1000,1200,50,68,2, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
500,Polovan motor,Kawasaki,Sport / Super sport,gpz500s,1991,99000,499,44,60,2, Manuelni, Crna, 08.2017.,Domace tablice, Nije ostecen
750,Polovan motor,Aprilia,Scooter,leonardo 125,1996,26000,125,9,12,1, Automatski, Siva, 05.2017.,Domace tablice, Nije ostecen
1399,Polovan motor,Aprilia,Chopper / Cruiser,Classic,1998,17000,125,11,15,2, Manuelni, Zlatna, 08.2017.,Domace tablice, Nije ostecen
2450,Polovan motor,Honda,Sport / Super sport,hornet,2007,1111,600,93,126,6, Manuelni, Bela, Nije registrovan, Strane tablice, Nije ostecen
600,Polovan motor,Yamaha,Enduro / Cross,xt 600 z,1986,30000,600,35,48,1, Manuelni, Bela, Nije registrovan, Na ime kupca, Nije ostecen
550,Polovan motor,Peugeot,Scooter,elyseo,2001,25000,100,7,10,1, Automatski, Zelena, 05.2017.,Domace tablice, Nije ostecen
750,Polovan motor,Gilera,Scooter,Runner,2000,18234,180,15,20,nepoznato, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Kawasaki,Sport / Super sport,GPZ 1000 RX,1994,45836,1000,84,114,4, Manuelni, Plava, Nije registrovan,Domace tablice, ostecen - u voznom stanju
1300,Polovan motor,Suzuki,Supermoto,GSX600F,1999,54000,600,111,151,4, Manuelni, Plava, 08.2017.,Domace tablice, Nije ostecen
550,Polovan motor,Keeway,Scooter,Matrix,2007,6300,125,5,7,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
5500,Polovan motor,Honda,Touring,gold wing 1500,1995,100000,1525,74,101,6, Manuelni, Ljubičasta, 04.2017.,Domace tablice, Nije ostecen
650,Polovan motor,Yamaha,Scooter,Mbk HITNO,2000,60000,250,15,20,1, Automatski,Zuta, Nije registrovan,Domace tablice, Nije ostecen
370,Polovan motor,Aprilia,Sport / Super sport,AF1 125,1989,21000,125,12,16,1, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
1900,Polovan motor,Yamaha,Chopper / Cruiser,Virago 535,1992,13000,535,34,46,2, Manuelni, Bordo, 05.2017.,Domace tablice, Nije ostecen
800,Polovan motor,Kawasaki,Sport / Super sport,zzr600,1992,56000,600,72,98,4, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
2100,Polovan motor,Kawasaki,Enduro / Cross,KLR 650,2004,29000,650,31,42,1, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
3950,Polovan motor,Honda,Naked,CB 900 HORNET,2003,25000,919,80,109,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
399,Polovan motor,Generic,Scooter,Twister,2007,5000,49,3,4,1, Automatski,Zuta, Nije registrovan,Domace tablice, Nije ostecen
200,Polovan motor,Tomos,Moped,automatik,1990,25666,49,3,4,1, Automatski, Zelena, Trajno registrovan,Domace tablice, Nije ostecen
2800,Polovan motor,Aprilia,Scooter,SCARABEO LIGHT 250i,2007,6500,244,17,22,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
470,Polovan motor,Suzuki,Enduro / Cross,ts,1983,31111,125,11,15,1, Manuelni, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
530,Polovan motor,Cagiva,Enduro / Cross,T4,1992,32244,500,32,44,1, Manuelni, Narandžasta, Nije registrovan, Strane tablice, Nije ostecen
1000,Polovan motor,Honda,Touring,VFR 750 RC24,1988,50,750,75,102,4, Manuelni, Bela, 07.2017.,Domace tablice, Nije ostecen
350,Polovan motor,Honda,Sport / Super sport,NS,1992,3200,125,9,12,nepoznato, Manuelni, Zelena, Nije registrovan,Domace tablice, ostecen - nije u voznom stanju
570,Polovan motor,Peugeot,Scooter,speedfight 2 100cc,2001,6000,100,9,12,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Keeway,Chopper / Cruiser,supershedow,2007,27000,250,14,19,2, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
3300,Polovan motor,Kawasaki,Naked,ER6N A2 kategorija,2008,29200,650,25,34,2, Manuelni, Siva, 06.2017.,Domace tablice, Nije ostecen
1150,Polovan motor,Piaggio,Scooter,X8 200,2004,34000,200,14,19,1, Automatski, Crna, 04.2017.,Domace tablice, Nije ostecen
1800,Polovan motor,Suzuki,Touring,GSX750F,2000,41300,750,68,92,4, Manuelni, Tirkiz, 06.2017.,Domace tablice, Nije ostecen
2200,Polovan motor,Honda,Sport / Super sport,Cbr600f4,1999,30000,599,78,106,4, Manuelni, Crna, 01.2018.,Domace tablice, Nije ostecen
450,Polovan motor,Tomos,Moped,BT50,1990,9823,50,3,4,1, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
300,Polovan motor,Orion,Scooter,onix,2009,10000,49,2,3,nepoznato, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
3200,Polovan motor,Honda,Naked,CB750 F Bol d or,1984,10,750,58,79,4, Manuelni, Braon, Nije registrovan, Na ime kupca, Nije ostecen
2700,Polovan motor,Suzuki,Scooter,Burgman 650,2005,19000,650,40,54,nepoznato, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
4100,Polovan motor,Yamaha,Touring,FZ 6 s fazer,2006,45000,600,72,98,4, Manuelni, Siva, 05.2017.,Domace tablice, Nije ostecen
4000,Polovan motor,Suzuki,Sport / Super sport,GSXR 1300 Hayabusa,2000,55144,1300,129,175,4, Manuelni, Crna, 03.2017.,Domace tablice, Nije ostecen
1950,Polovan motor,Kawasaki,Chopper / Cruiser,EN500a,1994,56000,497,38,52,2, Manuelni,Zuta, Nije registrovan,Domace tablice, Nije ostecen
1550,Polovan motor,Honda,Enduro / Cross,Afrika,1988,25000,647,37,50,nepoznato, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Yamaha,Scooter,Yog,1998,10000,49,5,7,1, Automatski, Teget, Trajno registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Honda,Scooter,Pantheon125,1999,21009,125,9,12,nepoznato, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Yamaha,Enduro / Cross,XT600Z,1992,51700,600,29,39,1, Manuelni, Plava, 06.2017.,Domace tablice, Nije ostecen
450,Polovan motor,Malaguti,Enduro / Cross,grizly,2008,12546,50,5,7,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
8300,Polovan motor,Suzuki,Sport / Super sport,gsxr,2008,16357,1300,145,197,4, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
1499,Polovan motor,Piaggio,Scooter,liberty 200 sport,2008,25000,198,9,12,nepoznato, Automatski, Crna, 05.2017.,Domace tablice, Nije ostecen
750,Polovan motor,Yamaha,Enduro / Cross,DT50R,2002,18500,50,2,3,1, Manuelni, Bela, Nije registrovan, Na ime kupca, Nije ostecen
200,Polovan motor,Piaggio,Moped,bravo,1995,1000,38,1,1,1, Automatski, Crvena, Nije registrovan, Strane tablice, Nije ostecen
1599,Polovan motor,Yamaha,Sport / Super sport,yzf 750r genesis,1993,51800,749,37,50,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
6500,Polovan motor,Suzuki,Enduro / Cross,Vstrom 650,2016,10700,650,50,68,2, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
6000,Polovan motor,Honda,Touring,integra,2012,22000,700,37,50,2, Automatski, Crna, 04.2017.,Domace tablice, Nije ostecen
800,Polovan motor,Qingqi,Supermoto,200,2008,12500,200,12,16,1, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
850,Polovan motor,Suzuki,Sport / Super sport,Gsx600f,1990,50000,599,63,86,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1450,Polovan motor,Yamaha,Sport / Super sport,tzr,2007,17500,49,5,7,1, Manuelni, Crna, 09.2017.,Domace tablice, Nije ostecen
6500,Polovan motor,KTM,Naked,duke690r,2011,12000,690,51,69,1, Manuelni, Crna, 07.2017.,Domace tablice, Nije ostecen
300,Polovan motor,Sprint,Sport / Super sport,mineli,2008,7000,75,3,4,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
2450,Polovan motor,Yamaha,Scooter,XMAX,2011,16000,125,11,15,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
740,Polovan motor,Kymco,Sport / Super sport,Quannon,2008,29000,125,10,14,nepoznato, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
1600,Polovan motor,Kawasaki,Sport / Super sport,ZXR,1996,31000,750,89,121,4, Manuelni, Zelena, 04.2017.,Domace tablice, Nije ostecen
3999,Polovan motor,Honda,Sport / Super sport,cbr 600rr,2005,15000,599,85,116,4, Manuelni, Plava, 10.2017.,Domace tablice, Nije ostecen
1400,Polovan motor,Suzuki,Sport / Super sport,GSX 750 R,1991,65000,7,87,118,4, Manuelni, Crna, 09.2017.,Domace tablice, Nije ostecen
1000,Polovan motor,Honda,Sport / Super sport,nsr,2000,29000,125,11,15,1, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
650,Polovan motor,Aprilia,Scooter,SR,1998,28647,49,3,4,1, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Suzuki,Sport / Super sport,srad,1996,38101,750,74,101,nepoznato, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
569,Polovan motor,Yamaha,Enduro / Cross,TDR 125,1996,23600,125,8,11,1, Manuelni, Plava, Nije registrovan, Strane tablice, ostecen - u voznom stanju
1350,Polovan motor,Kawasaki,Naked,Ninja StreetFighter,1993,51000,749,89,121,4, Manuelni, Ljubičasta, 05.2017.,Domace tablice, Nije ostecen
5100,Polovan motor,Yamaha,Touring,fz1 fazer 1000,2006,70000,999,110,150,4, Manuelni, Crvena, 09.2017.,Domace tablice, Nije ostecen
1000,Polovan motor,Honda,Sport / Super sport,vf500f2,1990,40000,498,51,69,4, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
350,Polovan motor,Sprint,Scooter,FVISION,2008,10000,125,4,5,nepoznato, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
3200,Polovan motor,Yamaha,Scooter,X City,2012,12000,249,16,21,nepoznato, Automatski, Siva, 05.2017.,Domace tablice, Nije ostecen
2499,Polovan motor,Honda,Sport / Super sport,vtr 1000 f firestorm,1999,29000,996,81,110,2, Manuelni,Zuta, 11.2017.,Domace tablice, Nije ostecen
999,Polovan motor,Yamaha,Touring,xj 600s,1992,40000,599,40,54,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
4900,Polovan motor,Yamaha,Enduro / Cross,wr 250 r,2009,6500,250,23,31,1, Manuelni, Bela, 10.2017.,Domace tablice, Nije ostecen
3300,Polovan motor,Suzuki,Scooter,Burgman 400,2009,39000,400,25,34,nepoznato, Manuelni, Siva, 05.2017.,Domace tablice, Nije ostecen
300,Polovan motor,MZ,Moped,ETZ250,1989,17000,250,2,3,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
3750,Polovan motor,Ducati,Sport / Super sport,749,2003,19167,749,80,109,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
4150,Polovan motor,Honda,Naked,NC 700 S,2013,22800,670,35,48,2, Manuelni, Bela, 05.2017.,Domace tablice, Nije ostecen
1100,Polovan motor,Kawasaki,Enduro / Cross,KMX,2000,21453,125,18,25,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
2100,Polovan motor,Honda,Sport / Super sport,cbr 900rr,1995,50000,900,95,129,nepoznato, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Kawasaki,Sport / Super sport,GPX,1993,378000,500,55,75,4, Manuelni, Crvena, 05.2017.,Domace tablice, Nije ostecen
400,Polovan motor,Yamaha,Scooter,Majesty,1998,20000,50,6,8,1, Automatski, Crvena, 08.2017.,Domace tablice, Nije ostecen
1150,Polovan motor,Peugeot,Scooter,Speedfight 3,2010,7000,49,4,5,1, Automatski, Crvena, 05.2017.,Domace tablice, Nije ostecen
850,Polovan motor,Aprilia,Scooter,Habana,2000,31000,125,8,10,1, Automatski, Plava, 05.2017.,Domace tablice, Nije ostecen
3800,Polovan motor,Yamaha,Chopper / Cruiser,xj750 MAXIM X,1987,49000,750,66,90,4, Manuelni, Bordo, 05.2017.,Domace tablice, Nije ostecen
2750,Polovan motor,Suzuki,Naked,BANDIT 1200 N,2002,41000,1200,72,98,4, Manuelni, Siva, Nije registrovan, Na ime kupca, Nije ostecen
1350,Polovan motor,Suzuki,Enduro / Cross,XF650 FreeWind,1998,43832,650,35,47,1, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
900,Polovan motor,Yamaha,Scooter,Majesty NOV,2001,19500,125,9,12,1, Automatski, Plava, 08.2017.,Domace tablice, Nije ostecen
4150,Polovan motor,Kawasaki,Sport / Super sport,Z 750,2008,20000,748,81,110,4, Manuelni, Crna, 07.2017.,Domace tablice, Nije ostecen
1150,Polovan motor,Yamaha,Sport / Super sport,Fzr600,1989,98000,600,66,90,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
3599,Polovan motor,Triumph,Sport / Super sport,Daytona 675 Limited Edt,2008,40000,675,92,124,3, Manuelni, Siva, Nije registrovan, Strane tablice, Nije ostecen
250,Polovan motor,Tomos,Moped,apn 6,1996,1000,50,3,4,1, Manuelni, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
520,Polovan motor,Peugeot,Scooter,Jet,2006,18182,125,12,16,1, Automatski, Siva, Nije registrovan,Domace tablice, ostecen - nije u voznom stanju
800,Polovan motor,Honda,Chopper / Cruiser,CM 125 custom,1985,65825,124,8,11,2, Manuelni, Bordo, 06.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Suzuki,Scooter,burgman,2000,60000,400,25,34,1, Automatski, Siva, 07.2017.,Domace tablice, Nije ostecen
750,Polovan motor,Piaggio,Scooter,Skipper 125ccm,2003,31190,125,8,11,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Sherco,Enduro / Cross,HRD 125,1998,5200,125,11,15,1, Manuelni, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
2200,Polovan motor,Suzuki,Sport / Super sport,gsxr 1000 k2,2002,47650,1000,117,159,4, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
6900,Polovan motor,Aprilia,Scooter,SRV 850,2013,12000,839,56,76,nepoznato, Automatski, Crna, 06.2017.,Domace tablice, Nije ostecen
2100,Polovan motor,Suzuki,Scooter,Burgman 400,2005,32150,400,24,32,1, Automatski, Siva, 01.2018.,Domace tablice, Nije ostecen
3500,Polovan motor,Suzuki,Touring,V STROM DL 1000,2004,34500,1000,72,98,2, Manuelni, Siva, 05.2017.,Domace tablice, Nije ostecen
1450,Polovan motor,Kawasaki,Enduro / Cross,KLE 500,1991,46663,499,37,50,2, Manuelni, Ljubičasta, 07.2017.,Domace tablice, Nije ostecen
1250,Polovan motor,Honda,Enduro / Cross,dominator,1993,21200,650,30,41,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Malaguti,Scooter,F15,2000,1000,49,178,242,nepoznato, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
4200,Polovan motor,Yamaha,Sport / Super sport,R1,2005,26600,1000,131,178,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1600,Polovan motor,Honda,Sport / Super sport,VFR 800 FI,1999,37000,800,34,46,4, Manuelni,Zuta, Nije registrovan, Strane tablice, Nije ostecen
725,Polovan motor,Sprint,Scooter,maxx,2010,800,125,8,11,1, Automatski, Zelena, 10.2017.,Domace tablice, Nije ostecen
5500,Polovan motor,Kawasaki,Touring,versys 650 abs,2013,29000,650,47,64,2, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
3500,Polovan motor,Honda,Chopper / Cruiser,shadow 750,1999,31450,750,34,46,2, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Tomos,Moped,T03 Colibri,1967,28764,49,1,2,1, Manuelni, Zelena, Trajno registrovan,Domace tablice, Nije ostecen
200,Polovan motor,Jawa,Sport / Super sport,Ts 350,1989,13304,350,19,26,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
6500,Polovan motor,Suzuki,Sport / Super sport,GSXR 1000 K7,2007,22000,998,136,185,4, Manuelni, Bela, 03.2017.,Domace tablice, Nije ostecen
4800,Polovan motor,Suzuki,Sport / Super sport,GSXR,2007,24000,600,96,131,4, Manuelni, Crvena, 08.2016.,Domace tablice, Nije ostecen
700,Polovan motor,Kymco,Chopper / Cruiser,prince,2007,7100,125,8,11,1, Manuelni, Crna, 05.2017.,Domace tablice, Nije ostecen
3000,Polovan motor,Yamaha,Supermoto,xt 660 x,2005,46000,660,35,48,1, Manuelni, Plava, 08.2017.,Domace tablice, Nije ostecen
3950,Polovan motor,Honda,Naked,CB 900 HORNET,2003,25000,919,80,109,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
8495,Nov motor,Kawasaki,Naked,Z900,2017,0,948,92,125,4, Manuelni, Siva, Nije registrovan, Na ime kupca, Nije ostecen
1200,Polovan motor,Sprint,Enduro / Cross,Apollo,2009,20200,250,13,18,1, Manuelni, Zelena, 04.2017.,Domace tablice, Nije ostecen
499,Polovan motor,CPI,Scooter,Hussar,2003,5,49,3,4,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
650,Polovan motor,MZ,Enduro / Cross,etz lux,1990,50544,125,8,10,1, Manuelni, Siva, 08.2016.,Domace tablice, Nije ostecen
2350,Polovan motor,Suzuki,Sport / Super sport,gsxr,2001,34150,600,88,120,4, Manuelni, Plava, 07.2017.,Domace tablice, Nije ostecen
500,Polovan motor,Kymco,Chopper / Cruiser,prince nov,2008,7000,125,8,11,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
4699,Polovan motor,Piaggio,Scooter,Beverly 350 sport touring,2015,2335,330,25,33,1, Automatski, Siva, 04.2017.,Domace tablice, Nije ostecen
2300,Polovan motor,Kawasaki,Sport / Super sport,Ninja 250r,2008,16000,250,27,37,nepoznato, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
5200,Polovan motor,Honda,Sport / Super sport,600 RR,2008,13650,599,87,118,4, Manuelni, Bela, 05.2017.,Domace tablice, Nije ostecen
2900,Polovan motor,Piaggio,Scooter,X EVO 250 MAXI SCOOTER,2009,12470,244,16,22,1, Automatski, Crna, 12.2016.,Domace tablice, Nije ostecen
500,Polovan motor,Sprint,Scooter,Explorer,2009,104658,150,5,7,4, Automatski, Siva, Nije registrovan, Na ime kupca, Nije ostecen
111,Polovan motor,Tomos,Moped,a3,1990,1111,50,2,3,1, Automatski, Crvena, Trajno registrovan, Strane tablice, ostecen - u voznom stanju
450,Polovan motor,Piaggio,Scooter,typhoon,2010,9000,49,3,4,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
2450,Polovan motor,Kawasaki,Touring,zr7s,2003,50000,739,56,76,4, Manuelni, Plava, 05.2017.,Domace tablice, Nije ostecen
260,Polovan motor,Peda,Scooter,wild,2007,12000,50,3,4,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
350,Polovan motor,Yamaha,Scooter,mbk,2011,15000,49,15,20,1, Automatski, Crvena, Nije registrovan, Strane tablice, Nije ostecen
500,Polovan motor,Piaggio,Scooter,Liberty,2000,37000,124,9,12,1, Automatski, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
