Cena,Stanje,Marka,Tip,Model,Godiste,Kilometraza,Kubikaza,kW,KS,Broj cilindara,Menjac,Boja,Registracija,Poreklo,Ostecenje
1150,Polovan motor,Peugeot,Scooter,speedfight 3,2010,10500,49,4,5,1, Automatski, Siva, 12.2017.,Domace tablice, Nije ostecen
250,Polovan motor,MZ,Oldtimer,150 es,1973,75000,150,7,10,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
3900,Polovan motor,BMW,Touring,R 1150 RT,2001,9700,1135,66,90,2, Manuelni, Zelena, Nije registrovan, Na ime kupca, Nije ostecen
2700,Polovan motor,Honda,Naked,hornet big one fmx,2006,18000,600,80,109,4, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
1600,Polovan motor,Piaggio,Scooter,Beverly 250,2004,28500,250,16,22,nepoznato, Automatski, Teget, Nije registrovan,Domace tablice, Nije ostecen
580,Polovan motor,Tomos,Moped,t 11,1960,8000,49,4,5,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
4450,Polovan motor,Suzuki,Chopper / Cruiser,boulevard 800 /intruder/,2006,3753,805,39,53,4, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
4499,Polovan motor,Yamaha,Scooter,Majesty 400 cc Automatic,2012,25980,395,25,34,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
420,Polovan motor,Sprint,Scooter,Max 50 cc,2008,3800,50,3,4,nepoznato, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
120,Polovan motor,Tomos,Moped,Automatik,1987,2000,49,36,49,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
599,Polovan motor,Honda,Sport / Super sport,nsr,1994,26000,125,21,29,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
3500,Polovan motor,Aprilia,Enduro / Cross,PEGASO 650,2006,15000,660,35,48,1, Manuelni, Bela, 05.2017.,Domace tablice, Nije ostecen
2490,Polovan motor,Aprilia,Scooter,scarabeo 300 s,2009,34000,300,17,23,1, Automatski, Bež, 07.2017.,Domace tablice, Nije ostecen
1550,Polovan motor,Honda,Naked,vt500e,1987,37256,500,36,49,2, Manuelni, Crvena, 11.2017.,Domace tablice, Nije ostecen
650,Polovan motor,MZ,Enduro / Cross,150,1991,28000,150,10,14,nepoznato, Manuelni,nepoznato, 08.2017.,Domace tablice, Nije ostecen
650,Polovan motor,Piaggio,Scooter,Zip,2006,5000,49,5,7,1, Automatski, Crna, 06.2017.,Domace tablice, Nije ostecen
2800,Polovan motor,Yamaha,Chopper / Cruiser,Drag Star 650,1997,37000,650,29,39,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
2700,Polovan motor,Suzuki,Scooter,burgman 400z,2008,5899,400,25,34,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
2290,Polovan motor,Piaggio,Scooter,Beverly 250ie,2006,16700,244,17,22,nepoznato, Automatski, Crna, 10.2017.,Domace tablice, Nije ostecen
400,Polovan motor,Piaggio,Scooter,Sfera,1993,26000,49,3,4,1, Automatski, Zelena, Nije registrovan,Domace tablice, Nije ostecen
430,Polovan motor,Sprint,Scooter,fvizion,2008,6500,125,4,5,1, Automatski, Crna, 05.2017.,Domace tablice, Nije ostecen
1050,Polovan motor,Yamaha,Scooter,Majesty,2004,42000,250,16,22,1, Automatski, Teget, 06.2017.,Domace tablice, Nije ostecen
3650,Polovan motor,Honda,Naked,hornet 900i nov,2002,17500,900,80,109,4, Manuelni, Siva, Nije registrovan, Na ime kupca, Nije ostecen
1099,Polovan motor,Aprilia,Scooter,Atlantic,2006,34000,200,14,19,1, Automatski, Bela, 07.2017.,Domace tablice, Nije ostecen
500,Polovan motor,MZ,Oldtimer,150,1974,320000,150,10,14,1, Manuelni, Crna, Trajno registrovan,Domace tablice, Nije ostecen
390,Polovan motor,Tomos,Moped,automatik,1989,13306,49,2,3,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Aprilia,Scooter,Atlantic Sprint,2007,25000,125,11,15,1, Automatski, Siva, 01.2018., Strane tablice, Nije ostecen
600,Nov motor,Yamaha,Enduro / Cross,REPLICA 125cc 4takt,2017,0,200,17,23,1, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
25999,Nov motor,Bombardier,Touring,SPYDER RT,2016,0,1330,85,115,3, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
85,Polovan motor,Sprint,Scooter,QT50,2006,6100,49,3,4,1, Automatski, Srebrna, 05.2017., Strane tablice, ostecen - u voznom stanju
900,Polovan motor,Malaguti,Scooter,madison,2001,25000,125,9,12,1, Automatski,nepoznato, 08.2017.,Domace tablice, Nije ostecen
900,Polovan motor,Peda,Scooter,T4,2015,1380,125,7,9,nepoznato, Automatski, Bela, 07.2017.,Domace tablice, Nije ostecen
9000,Polovan motor,Honda,Sport / Super sport,CBR 600 RR,2014,4500,599,88,120,4, Manuelni,Zuta, Nije registrovan, Na ime kupca, ostecen - u voznom stanju
1500,Polovan motor,Yamaha,Sport / Super sport,Thunderace,1996,48636,1002,110,150,4, Manuelni, Plava, Nije registrovan,Domace tablice, ostecen - u voznom stanju
2200,Polovan motor,BMW,Touring,K100 LT,1992,65000,998,59,80,4, Manuelni, Bela, 07.2017.,Domace tablice, Nije ostecen
450,Polovan motor,Baotian,Scooter,49,2007,950,49,2,3,1, Automatski, Siva, 05.2017.,Domace tablice, Nije ostecen
1150,Polovan motor,Yamaha,Scooter,xc 300 versity,2003,37000,264,15,20,1, Automatski,nepoznato, 07.2017.,Domace tablice, Nije ostecen
2800,Polovan motor,Honda,Touring,VFR 800 Fi,1999,44000,800,78,106,4, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
999,Polovan motor,Honda,Sport / Super sport,cbr 1000f,1991,55000,998,98,133,4, Manuelni, Crna, 05.2017.,Domace tablice, Nije ostecen
50,Polovan motor,MZ,Naked,etz 150,1991,555645,150,18,24,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1550,Polovan motor,Kawasaki,Sport / Super sport,ZZR,2001,330005,600,74,101,4, Manuelni, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
780,Polovan motor,Sachs,Enduro / Cross,X Road,2010,14835,125,10,14,nepoznato, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
280,Polovan motor,Yamasaki,Scooter,Fvision,2008,10000,125,8,11,1, Automatski, Siva, 04.2017.,Domace tablice, Nije ostecen
850,Polovan motor,Jonway,Moped,JSYY 250 T,2008,8900,244,10,14,nepoznato, Automatski, Crna, 07.2017.,Domace tablice, Nije ostecen
1000,Polovan motor,Yamaha,Scooter,YQ 50 Aerox,2004,1,49,3,4,1, Automatski, Crna, 04.2017.,Domace tablice, Nije ostecen
7900,Polovan motor,Harley Davidson,Chopper / Cruiser,Super Low,2012,22812,883,39,53,2, Manuelni, Crna, 03.2017.,Domace tablice, Nije ostecen
25999,Nov motor,Bombardier,Touring,SPYDER RT,2016,0,1330,85,115,3, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Sprint,Scooter,GRIZZY,2009,5400,125,6,8,1, Automatski, Srebrna, Nije registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Honda,Sport / Super sport,VTR 1000,1998,53000,1000,77,105,2, Manuelni,Zuta, 04.2017.,Domace tablice, Nije ostecen
500,Polovan motor,Aprilia,Scooter,Scarabeo,2007,13001,49,3,4,nepoznato, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
13990,Polovan motor,MV Agusta,Sport / Super sport,F4 1000R,2013,8560,998,144,196,4, Manuelni, Siva, 06.2017.,Domace tablice, Nije ostecen
300,Polovan motor,Sprint,Scooter,Max,2006,22000,49,2,3,1, Automatski,Zuta, Trajno registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Piaggio,Scooter,Liberty,2006,24000,125,8,11,nepoznato, Automatski, Bela, 04.2017.,Domace tablice, Nije ostecen
1450,Polovan motor,Kawasaki,Sport / Super sport,zx7r,1997,41000,750,95,129,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1350,Polovan motor,Kawasaki,Enduro / Cross,KX250 60ks,1998,11,250,45,61,1, Manuelni, Zelena, Nije registrovan, Strane tablice, Nije ostecen
2500,Polovan motor,Gilera,Scooter,nexus,2007,64000,250,16,22,1, Automatski, Crvena, 01.2018.,Domace tablice, Nije ostecen
6000,Polovan motor,Yamaha,Sport / Super sport,r6,2008,25000,599,95,129,4, Manuelni, Plava, 06.2017.,Domace tablice, Nije ostecen
2300,Polovan motor,KTM,Supermoto,LC4 640,2004,32000,640,43,58,1, Manuelni, Crna, 05.2017.,Domace tablice, Nije ostecen
1050,Polovan motor,Suzuki,Enduro / Cross,Freewind HITNOO,1997,49000,650,35,48,1, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Kymco,Scooter,movie XL 150,2004,433489,150,150,204,1, Automatski, Plava, Nije registrovan, Strane tablice, Nije ostecen
1280,Polovan motor,Suzuki,Scooter,Burgman 150,2004,25000,152,11,15,4, Automatski, Teget, 09.2017.,Domace tablice, Nije ostecen
1800,Polovan motor,Yamaha,Chopper / Cruiser,Virago 535 vx,1992,45000,535,44,60,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Piaggio,Scooter,Free,2001,10000,49,3,4,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Suzuki,Sport / Super sport,gsx1100f hitnoooooo,1994,55844,1098,66,90,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
600,Nov motor,Yamaha,Enduro / Cross,REPLICA 125cc 4takt,2017,0,200,17,23,1, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
4499,Polovan motor,Yamaha,Scooter,Majesty 400 cc Automatic,2012,25980,395,25,34,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
4750,Polovan motor,Suzuki,Chopper / Cruiser,s50,2007,3700,800,147,200,2, Manuelni, Crna, 05.2017.,Domace tablice, Nije ostecen
600,Polovan motor,Jinlun,Scooter,JL,2006,15900,124,55,75,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Aprilia,Sport / Super sport,rs 125,1998,19200,125,13,18,1, Manuelni, Crna, 01.2018.,Domace tablice, Nije ostecen
3350,Polovan motor,Yamaha,Scooter,Majesty 400,2009,18500,395,25,34,1, Automatski, Siva, Nije registrovan, Na ime kupca, Nije ostecen
1300,Polovan motor,Piaggio,Scooter,X9,2001,15000,249,14,18,nepoznato, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
1550,Polovan motor,Kawasaki,Sport / Super sport,ZX6R,1998,21000,600,105,143,nepoznato, Manuelni, Zelena, 08.2016.,Domace tablice, Nije ostecen
250,Polovan motor,Tomos,Moped,automatik,1989,10000,49,2,3,1, Automatski, Siva, Trajno registrovan,Domace tablice, Nije ostecen
2700,Polovan motor,Honda,Enduro / Cross,crf 450x,2007,1000,450,39,53,1, Manuelni, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
1150,Polovan motor,Aprilia,Enduro / Cross,Pegaso,1992,28000,650,30,41,1, Manuelni, Crna, 07.2017.,Domace tablice, Nije ostecen
550,Polovan motor,CFMOTO,Scooter,EJewel,2007,11000,150,7,10,nepoznato, Automatski, Crna, 04.2017.,Domace tablice, Nije ostecen
350,Polovan motor,MZ,Naked,ETZ,1991,1111,150,9,12,1, Manuelni,nepoznato, 05.2017.,Domace tablice, Nije ostecen
1350,Polovan motor,Honda,Sport / Super sport,Cbr f3,1992,70000,600,77,105,4, Manuelni, Crna, 05.2017.,Domace tablice, Nije ostecen
2089,Polovan motor,Honda,Sport / Super sport,cbr900rr,2000,50000,919,100,136,4, Manuelni, Crvena, 05.2017.,Domace tablice, Nije ostecen
1750,Polovan motor,Kawasaki,Sport / Super sport,ZZR 500,1998,49488,500,55,75,nepoznato, Manuelni,nepoznato, Nije registrovan,Domace tablice, Nije ostecen
160,Polovan motor,Peugeot,Scooter,SV 50,1998,100000,49,5,7,1, Automatski, Zelena, Nije registrovan,Domace tablice, Nije ostecen
220,Polovan motor,Tomos,Moped,automatik,1987,20000,49,2,3,1, Automatski, Srebrna, Trajno registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Aprilia,Scooter,Sr,2003,200,50,36,49,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
530,Polovan motor,Yamasaki,Enduro / Cross,sky,2010,7000,50,3,4,1, Manuelni, Narandžasta, 04.2017.,Domace tablice, Nije ostecen
7900,Polovan motor,Harley Davidson,Chopper / Cruiser,Super Low,2012,22812,883,39,53,2, Manuelni, Crna, 03.2017.,Domace tablice, Nije ostecen
1150,Polovan motor,Kawasaki,Enduro / Cross,KX Nov Nov,2002,50,85,30,41,1, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Yamasaki,Chopper / Cruiser,Sky Star,2008,8000,125,7,10,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
6100,Polovan motor,Yamaha,Scooter,T Max 500 ABS,2011,12000,499,32,44,2, Automatski, Bela, Nije registrovan, Na ime kupca, Nije ostecen
1550,Polovan motor,Suzuki,Chopper / Cruiser,LS 650 Savage,1994,36000,652,23,31,1, Manuelni,nepoznato, 06.2016.,Domace tablice, Nije ostecen
4200,Polovan motor,Yamaha,Sport / Super sport,YZF R6,2005,36000,600,88,120,4, Manuelni, Crna, 03.2017.,Domace tablice, Nije ostecen
1000,Polovan motor,Honda,Sport / Super sport,cbr 600f,1990,56432,600,66,90,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
3800,Polovan motor,Yamaha,Naked,fz6n,2008,22700,600,72,98,4, Manuelni, Crna, 08.2017.,Domace tablice, Nije ostecen
850,Polovan motor,Yamaha,Sport / Super sport,fzr750,1989,62532,750,59,80,4, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
6800,Polovan motor,MV Agusta,Sport / Super sport,F4 1000 R,2007,25000,998,130,177,4, Manuelni, Crna, 05.2017.,Domace tablice, Nije ostecen
1650,Polovan motor,Yamaha,Scooter,X City 250,2008,28200,249,16,22,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Aprilia,Moped,RS 125,1998,2458,125,24,33,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1700,Polovan motor,Suzuki,Sport / Super sport,strad 750,1998,44000,750,98,133,4, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
10600,Polovan motor,Yamaha,Scooter,T MAX 530 IRON,2016,5500,530,34,46,2, Automatski, Crna, 01.2018., Na ime kupca, Nije ostecen
550,Polovan motor,Kawasaki,Sport / Super sport,zxr 400,1991,30000,400,48,65,4, Manuelni, Zelena, 10.2016.,Domace tablice, Nije ostecen
3300,Polovan motor,KTM,Enduro / Cross,sxf,2010,100,450,65,88,1, Manuelni, Narandžasta, Nije registrovan, Strane tablice, Nije ostecen
4450,Polovan motor,Suzuki,Chopper / Cruiser,boulevard 800 /intruder/,2006,3753,805,39,53,4, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
5000,Polovan motor,Suzuki,Sport / Super sport,Gsxr,2006,43500,600,88,120,4, Manuelni, Crna, 07.2017.,Domace tablice, Nije ostecen
1100,Polovan motor,Kawasaki,Sport / Super sport,zx 600 E,1994,1,600,72,98,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Honda,Sport / Super sport,VTR 1000 r,1997,34000,987,85,116,2, Manuelni, Crvena, 07.2017.,Domace tablice, Nije ostecen
28000,Polovan motor,Ducati,Sport / Super sport,Panigale 1199R,2013,1500,1199,135,184,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1400,Polovan motor,Yamaha,Sport / Super sport,TZR 50,2011,12000,49,5,7,nepoznato, Manuelni, Bela, Nije registrovan, Na ime kupca, Nije ostecen
4300,Polovan motor,Peugeot,Scooter,Satelys 500,2011,3230,500,27,37,1, Automatski, Siva, 04.2017.,Domace tablice, Nije ostecen
4400,Polovan motor,Aprilia,Naked,mana 850,2009,16000,850,56,76,2, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
1850,Polovan motor,Suzuki,Naked,Bandit 600 GSF 25 KW,1996,57000,600,25,34,4, Manuelni, Plava, 04.2017.,Domace tablice, Nije ostecen
3490,Polovan motor,Suzuki,Naked,INAZUMA 250,2015,4640,248,18,24,2, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
2200,Polovan motor,Vespa,Scooter,GTS 250,2006,15000,250,16,22,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
10500,Polovan motor,BMW,Naked,K1300R,2013,7450,1293,127,173,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1400,Polovan motor,Suzuki,Sport / Super sport,750 Gsxf,1992,36534,748,54,73,4, Manuelni, Crna, 01.2018.,Domace tablice, Nije ostecen
200,Polovan motor,Piaggio,Scooter,Liberty,2000,51000,125,7,10,4, Automatski, Bela, Nije registrovan,Domace tablice, ostecen - u voznom stanju
150,Polovan motor,Tomos,Moped,T14,1971,1000,2,2,3,1, Manuelni, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Piaggio,Scooter,Liberty 125,2006,20000,125,8,10,1, Automatski, Plava, 07.2017.,Domace tablice, Nije ostecen
1500,Polovan motor,Suzuki,Sport / Super sport,gsxr 600 srad,1997,41000,600,78,106,4, Manuelni, Plava, 07.2017.,Domace tablice, Nije ostecen
1800,Polovan motor,Yamaha,Sport / Super sport,YZF 600R,1998,40000,599,74,101,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
8480,Polovan motor,Yamaha,Scooter,T max 530 IRON max,2015,8000,530,34,46,2, Automatski, Crna, 06.2017.,Domace tablice, Nije ostecen
11855,Nov motor,Kawasaki,Naked,Z1000,2017,0,1043,104,142,4, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
110,Polovan motor,Kawasaki,Supermoto,gpx 750r,1993,45379,750,39,53,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
2100,Polovan motor,Piaggio,Scooter,Beverly 400 ie,2007,33178,399,25,34,1, Automatski, Teget, 06.2017.,Domace tablice, Nije ostecen
200,Polovan motor,Tomos,Enduro / Cross,bt,1989,123858,49,3,4,1, Manuelni, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
2100,Polovan motor,Piaggio,Scooter,MP3,2006,18000,249,16,22,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
950,Polovan motor,Yamaha,Scooter,Majesty 250,2000,39000,250,15,20,1, Automatski, Bela, 06.2017.,Domace tablice, Nije ostecen
330,Polovan motor,Yamaha,Scooter,MBK,1999,33000,49,3,4,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
3700,Polovan motor,Yamaha,Naked,FZ 6N S2,2009,23000,600,72,98,4, Manuelni, Crna, 07.2017.,Domace tablice, Nije ostecen
1300,Polovan motor,Suzuki,Sport / Super sport,Srad,1996,56325,749,72,98,4, Manuelni,Zuta, Nije registrovan,Domace tablice, Nije ostecen
1700,Polovan motor,Kawasaki,Chopper / Cruiser,Eliminator,2007,13000,125,8,11,1, Manuelni, Siva, 08.2017.,Domace tablice, Nije ostecen
800,Polovan motor,Piaggio,Scooter,x9 evo,2003,22600,125,11,15,1, Automatski, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
3500,Polovan motor,BMW,Touring,K 75 LT NOVO,1993,172000,750,55,75,3, Manuelni, Siva, 04.2017.,Domace tablice, Nije ostecen
2200,Polovan motor,Suzuki,Oldtimer,GN 400 Tracker,1981,29000,395,20,27,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
3700,Polovan motor,BMW,Touring,R 1150R,2003,67000,1150,63,86,2, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
2700,Polovan motor,BMW,Touring,F650 CS Scarver,2002,30000,650,37,50,1, Manuelni, Plava, 07.2017.,Domace tablice, Nije ostecen
1400,Polovan motor,Yamaha,Enduro / Cross,TDM 850 HITNO,1994,51000,850,29,39,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
2499,Polovan motor,Kawasaki,Sport / Super sport,zx9r NINJA,2002,62000,899,106,144,4, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
6300,Polovan motor,Honda,Sport / Super sport,CBR 100 RR,2007,22150,998,126,171,4, Manuelni, Crvena, 06.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Kymco,Scooter,Super 8 125,2009,6500,125,7,9,1, Automatski, Zelena, 09.2017.,Domace tablice, Nije ostecen
1499,Polovan motor,Honda,Scooter,pantheon,2005,19800,125,10,14,1, Automatski, Tirkiz, 04.2017.,Domace tablice, Nije ostecen
1650,Polovan motor,Suzuki,Sport / Super sport,GSXF 600 A2,1998,50000,600,25,34,nepoznato, Manuelni, Plava, 11.2017.,Domace tablice, Nije ostecen
7900,Polovan motor,Harley Davidson,Chopper / Cruiser,Super Low,2012,22812,883,39,53,2, Manuelni, Crna, 03.2017.,Domace tablice, Nije ostecen
4499,Polovan motor,Yamaha,Scooter,Majesty 400 cc Automatic,2012,25980,395,25,34,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
999,Polovan motor,Kawasaki,Sport / Super sport,ZZR 600,1992,32477,599,73,99,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Honda,Sport / Super sport,cbr 600f2,1993,56800,600,72,98,4, Manuelni,nepoznato, 01.2018.,Domace tablice, Nije ostecen
6000,Polovan motor,Yamaha,Sport / Super sport,R6,2006,19000,599,95,129,4, Manuelni, Crvena, 08.2017.,Domace tablice, Nije ostecen
500,Polovan motor,MotoMania,Scooter,skuter,2008,3000,50,3,4,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
2100,Polovan motor,Piaggio,Scooter,vespa,2003,19000,200,15,20,1, Automatski, Crna, 10.2016.,Domace tablice, Nije ostecen
180,Polovan motor,Tomos,Moped,Apn 4,1977,1,49,2,3,1, Manuelni, Zelena, Trajno registrovan,Domace tablice, Nije ostecen
100,Polovan motor,Aprilia,Scooter,AMICO,2000,100,50,2,3,1, Automatski,nepoznato, Nije registrovan, Strane tablice, Nije ostecen
1300,Polovan motor,Husqvarna,Enduro / Cross,TE610,1998,6000,610,59,80,1, Manuelni, Bela, Nije registrovan, Strane tablice, Nije ostecen
1900,Polovan motor,Kawasaki,Naked,zr 7s,2004,46000,750,56,76,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
1200,Polovan motor,Yamaha,Chopper / Cruiser,YBR 125 Custom,2009,9900,124,8,10,1, Manuelni, Crvena, 05.2017.,Domace tablice, Nije ostecen
380,Polovan motor,Tomos,Moped,Apn 6S,1990,1000,49,2,3,1, Manuelni, Siva, Trajno registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Gilera,Scooter,Typhone,1992,40000,49,8,10,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
950,Polovan motor,Honda,Oldtimer,Cb250n,1978,38000,250,23,31,2, Manuelni, Crna, 10.2017.,Domace tablice, Nije ostecen
